humidity,lat,lon,peak_gust_speed,pressure,rain,rain_10min,rain_12hr,rain_1hr,rain_24hr,rain_2d,rain_3d,rain_3hr,rain_6hr,rain_now,stationId,stationName,sunshine_duration,temperature,timestamp_now,timestamp_rain,timestamp_weather,uv_index,visibility,weather,wind_dir,wind_speed
,23.563333,120.868728,,,,3.0,50.0,3.5,194.5,344.5,377.0,7.5,11.5,163.5,C1I340,新興橋,,,,2025-07-31T23:00:00+08:00,,,,,,
,25.021931,121.516401,,,,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,01A410,中正橋,,,,2025-07-31T23:00:00+08:00,,,,,,
79.0,25.027072,121.153317,,992.3,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0.0,C0C590,觀音,,27.9,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,209.0,2.0
88.0,22.783806,120.246361,,1002.5,9.0,0.0,1.5,0.5,9.0,14.0,70.5,0.5,0.5,9.0,C0V650,彌陀,,28.0,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,237.0,2.6
,24.766464,121.119178,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,C1D630,飛鳳山,,,,2025-07-31T23:00:00+08:00,,,,,,
,25.034164,121.619664,,,,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0.0,C1AI50,國三N016K,,,,2025-07-31T23:00:00+08:00,,,,,,
93.0,24.423753,118.240186,,994.8,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,C0W240,九宮,,27.6,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,210.0,3.7
,23.826281,120.774892,,,,0.0,127.0,0.0,364.0,712.0,712.0,19.0,19.0,339.0,00H710,集集(2),,,,2025-07-31T23:00:00+08:00,,,,,,
,23.291597,120.463822,,,,0.0,68.5,0.0,86.5,149.5,232.0,0.0,4.5,84.0,C1X040,東原,,,,2025-07-31T23:00:00+08:00,,,,,,
,23.525556,121.376111,,,,0.0,7.5,0.0,15.5,25.5,25.5,0.0,2.0,14.5,81T890,瑞北國小,,,,2025-07-31T23:00:00+08:00,,,,,,
92.0,22.024403,120.839892,,995.9,59.5,0.0,23.5,0.0,59.5,90.0,266.0,0.0,16.0,59.5,C0R780,滿州,,27.3,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,242.0,3.8
,22.990682,120.509017,,,,0.0,39.0,0.0,86.0,153.0,337.0,1.0,13.0,84.0,O1V810,溝坪,,,,2025-07-31T23:00:00+08:00,,,,,,
97.0,23.901669,120.509389,,996.2,49.5,0.0,35.5,0.0,49.5,113.5,113.5,1.0,1.5,49.5,C0G820,田尾,,26.8,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,155.0,1.2
84.0,24.082025,121.608944,,995.8,12.0,0.0,0.0,0.0,12.0,12.0,14.0,0.0,0.0,12.0,C0TA20,加灣,,25.2,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,299.0,0.8
,23.577934,120.301903,,,,0.0,0.0,0.0,2.0,11.0,53.0,0.0,0.0,2.0,O1J810,北港(2),,,,2025-07-31T23:00:00+08:00,,,,,,
,24.329422,121.739594,,,,0.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.0,01U230,大濁水,,,,2025-07-31T23:00:00+08:00,,,,,,
97.0,22.693128,120.542622,,996.7,-99.0,0.0,27.0,0.0,53.0,107.5,188.5,0.0,7.0,47.5,C0R480,長治,,28.1,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,167.0,0.8
,23.263333,121.303056,,,,0.0,20.0,0.0,27.0,47.5,50.5,0.5,5.0,25.5,81T910,東里國中,,,,2025-07-31T23:00:00+08:00,,,,,,
93.0,23.881975,120.289544,,999.0,-99.0,1.5,3.0,1.5,3.5,11.5,18.0,1.5,1.5,3.5,C0G970,三豐,,27.6,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,159.0,6.2
88.0,24.449347,121.810219,,999.1,3.0,0.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,3.0,C0U770,南澳,,26.8,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,326.0,2.8
93.0,23.551742,120.428444,,998.1,26.0,0.0,19.0,0.0,26.0,86.0,161.5,0.0,12.5,26.0,C0M760,民雄,,27.6,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,197.0,2.1
98.0,22.684872,121.005644,,945.2,23.0,0.0,5.0,0.0,34.0,90.0,101.5,1.0,3.5,23.0,C0S700,知本,,23.3,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,177.0,0.8
96.0,23.690928,120.303619,,999.5,2.0,0.0,0.0,0.0,2.0,31.5,57.5,0.0,0.0,2.0,C0K430,褒忠,,27.8,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,69.0,4.0
93.0,23.419719,120.388894,,998.0,19.0,0.0,18.5,0.0,19.0,57.0,144.0,1.0,15.5,19.0,C0M690,水上,,27.4,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,300.0,1.1
